-8.410190522437106520e-01,-9.875724034589543621e-01,8.530802846204746936e-01,-5.410055025257050065e-01,-1.571647159075607869e-01,-5.217796738009730095e-01
-8.016197629662602520e-01,-9.991086022630066843e-01,8.107254641007315410e-01,-5.978342208521667533e-01,4.221375230966661202e-02,-5.854265298555001440e-01
-8.396952183896146948e-01,-9.898302240658373163e-01,8.304096162169688489e-01,-5.430579529052281806e-01,1.422537434508281962e-01,-5.571533624545276231e-01
-7.674310512818537378e-01,-8.555289462186577154e-01,8.678895546674345596e-01,-6.411314853666360003e-01,-5.177549827688702200e-01,-4.967572051809234779e-01
-7.818914222216872822e-01,-9.077158750735341286e-01,8.584057857684581627e-01,-6.234146323725064942e-01,-4.195853788437919896e-01,-5.129712535408157414e-01
-8.476264554509886917e-01,-8.004180577080297621e-01,8.682923932438263437e-01,-5.305934338263087469e-01,-5.994421847809053849e-01,-4.960527389652324981e-01
-8.585723500867499247e-01,-8.900349486016121414e-01,8.655893534223254582e-01,-5.126924220880554328e-01,-4.558923011718070128e-01,-5.007545019686996390e-01
-8.174223092262402623e-01,-9.555858046367001757e-01,8.531917823731089978e-01,-5.760388601294547106e-01,-2.947130298728415920e-01,-5.215973375037471493e-01
-3.047004681392774805e-01,-5.534445611373416396e-01,9.938977899526074689e-01,-9.524482267901522858e-01,8.328860172601620926e-01,1.103049551349464946e-01
-1.907981436354874993e-01,-5.561478418345205954e-01,9.927914121226141253e-01,-9.816292927501982790e-01,8.310833760958060701e-01,1.198549624153377041e-01
-1.791334575160495948e-02,-5.363484885974278971e-01,9.986642024379793758e-01,-9.998395431487913099e-01,8.439966224928003857e-01,5.167021162056981143e-02
-2.554870585215212042e-01,-9.401331897231282042e-01,8.305281641821162797e-01,-9.668124755752893762e-01,3.408072557634547195e-01,5.569766319158135914e-01
-2.541869485681457763e-01,-9.713883732750723254e-01,7.805023636013244115e-01,-9.671551039919160653e-01,2.374965857986356954e-01,6.251528296446764443e-01
-1.856483895496557901e-01,-8.644580202192773122e-01,8.847116685241208645e-01,-9.826162401760034637e-01,5.027050141768700797e-01,4.661386741917747933e-01
-1.545132942035555013e-01,-9.650229790386913864e-01,7.541635053738870997e-01,-9.879907094271513923e-01,2.621653103049493838e-01,6.566866887353295379e-01
-7.826453389823886941e-02,-8.707983405129255949e-01,8.650105889314864127e-01,-9.969326269782183836e-01,4.916403666908719106e-01,5.017536059027410955e-01
-7.529217614600675068e-02,-9.240934216427710846e-01,8.032954519415717032e-01,-9.971615156087797471e-01,3.821666496131704838e-01,5.955807391865406419e-01
-5.782894660502474471e-01,-9.975448426043683758e-01,8.322102251701254394e-01,-8.158316575466532106e-01,-7.003061468690573166e-02,5.544602250137418142e-01
-5.217503205605786842e-01,-9.992564329371227405e-01,8.382897787151879498e-01,-8.530982375992424149e-01,3.855620875783005719e-02,5.452249507328527089e-01
-5.894033113855210448e-01,-9.951678940957910946e-01,8.990975028545563630e-01,-8.078389298169423860e-01,9.818789416699058581e-02,4.377484213114893885e-01
-6.469514584582185535e-01,-9.984977165729719273e-01,7.608174845865256497e-01,-7.625311865089735575e-01,-5.479333899808636055e-02,-6.489659121613642334e-01
-7.632224766550336215e-01,-9.730337932058142902e-01,7.401302106730416330e-01,-6.461357838168049206e-01,2.306626048571923937e-01,-6.724635835858172594e-01
-5.422844050319376025e-02,-8.862400200700205621e-01,8.456488894353739738e-01,-9.985285555459048057e-01,-4.632263235463736084e-01,-5.337395954927077746e-01
-1.591386421001187990e-01,-8.855940383994608256e-01,8.486964351418497809e-01,-9.872562446449898443e-01,-4.644601157810330228e-01,-5.288802898364768357e-01
-8.622107535108106680e-01,-9.669804960548064043e-01,8.565200737876229597e-01,-5.065497177280030572e-01,2.548503879722374132e-01,-5.161137115005220988e-01
-8.626693773139321175e-01,-9.316384701314714967e-01,8.514393878689731077e-01,-5.057682724774171801e-01,3.633865173215590216e-01,-5.244530186635479874e-01
-8.656375320932442330e-01,-8.860787868020414404e-01,8.599113481103868306e-01,-5.006712125052920070e-01,4.635346627593495139e-01,-5.104434086076349297e-01
-8.475449938072567857e-01,-8.810554040718339142e-01,7.800192290217162761e-01,-5.307235471243532121e-01,4.730130811677564773e-01,-6.257555452062437684e-01
-8.534066749247747330e-01,-8.114016746728953677e-01,7.481859744317116423e-01,-5.212456687530745425e-01,5.844889411597286033e-01,-6.634890712465955076e-01
-8.630724508117352256e-01,-7.894087033187668911e-01,8.818857336695526961e-01,-5.050801368593151874e-01,6.138679818369604524e-01,-4.714632040256321877e-01
-8.132674774081714020e-01,-6.901450159463650147e-01,8.794870790348664480e-01,-5.818900327296809838e-01,-7.236710972288388222e-01,-4.759227645434895848e-01
-7.633319617462754891e-01,-7.816914479736680743e-01,8.792055969466252563e-01,-6.460064366371147671e-01,-6.236653591188392465e-01,-4.764425655813382954e-01
-1.462215665401719045e-01,-7.799434186551469361e-01,9.316383389200353360e-01,-9.892518655421064233e-01,6.258500329124557782e-01,3.633868537169686053e-01
-2.442345515376866949e-01,-7.725888522912526257e-01,9.432445597830255712e-01,-9.697161872605742916e-01,6.349066587422792507e-01,3.320989317051868950e-01
-2.200236158971617118e-01,-6.570541741932008906e-01,9.762331045723027234e-01,-9.754945455754931993e-01,7.538433605035539387e-01,2.167231541324629862e-01
-1.178411740191429996e-01,-6.896214115710959103e-01,9.666473301805739160e-01,-9.930324555148183352e-01,7.241700827172361521e-01,2.561111849466318757e-01
-7.608573037046930665e-01,-9.926435625311191835e-01,8.160149907384149914e-01,-6.489192271764065989e-01,-1.210733569598538978e-01,-5.780307387070210412e-01
-3.439894137983359190e-01,-7.379187890183726006e-01,9.663102438826389751e-01,-9.389735263545384569e-01,6.748895174868687619e-01,2.573800935726671124e-01
-4.075629121653249753e-01,-6.125627505418852481e-01,9.924841719257015971e-01,-9.131771310251475260e-01,7.904219611375687959e-01,1.223730708814416007e-01
-4.768106592879594041e-01,-7.741176808633986051e-01,9.781217629601283159e-01,-8.790060268219904716e-01,6.330417175626525950e-01,2.080332108673285108e-01
-5.091228747776491703e-01,-6.127626910313190844e-01,9.980307087853971248e-01,-8.606938470665062013e-01,7.902669703840948801e-01,6.272722153354079455e-02
-4.797385961330289939e-01,-9.773475829230319212e-01,8.770647473010989570e-01,-8.774114652660462976e-01,2.116405021599299108e-01,4.803721776306982827e-01
-4.053984110320967837e-01,-9.446843406809993793e-01,8.825847681318184090e-01,-9.141401032296150309e-01,3.279809391902309135e-01,4.701533016599003245e-01
-3.523494062023094231e-01,-9.009900308053471196e-01,8.993299940956260841e-01,-9.358685249269149686e-01,4.338397911549599084e-01,4.372705818140076861e-01
-5.084563295981511244e-01,-9.475307661575621543e-01,9.220909419609218949e-01,-8.610877776925974780e-01,3.196645854405256171e-01,3.869732481110544908e-01
-4.809267804468103091e-01,-8.629046820749720625e-01,9.560658306846914201e-01,-8.767607608972164401e-01,5.053667080972900072e-01,2.931520550792565127e-01
-5.841955884763532225e-01,-9.189597043326928061e-01,9.654946709286247319e-01,-8.116129092152042368e-01,3.943514445425170267e-01,2.604228108450307166e-01
-7.259913163600023589e-01,-9.261213615640428998e-01,8.039606619700037093e-01,-6.877038669150196126e-01,-3.772256932590400957e-01,5.946824816696331117e-01
-6.888784353035835029e-01,-9.605379734615230314e-01,8.236707214984564374e-01,-7.248768870461290703e-01,-2.781488837626893140e-01,5.670683755476160215e-01
-6.749222690529458335e-01,-9.845346592265927788e-01,8.588362325539625752e-01,-7.378888335897375583e-01,-1.751899106158144037e-01,5.122502568593950700e-01
-6.217271213542557851e-01,-9.468888121799793334e-01,7.431025221214664356e-01,-7.832339283844579336e-01,-3.215611564980879744e-01,6.691775860089124173e-01
-2.570568208154703771e-01,-7.780946862721608293e-01,9.171797769763820884e-01,-9.663962908001266783e-01,-6.281470044464335656e-01,-3.984736587348702841e-01
-3.741859027407790084e-01,-7.472007143790081463e-01,9.216983815059290874e-01,-9.273537136336216236e-01,-6.645984444997597995e-01,-3.879073259547328734e-01
-4.764654446867087056e-01,-7.481147575700690666e-01,9.131956483714599448e-01,-8.791931983469259970e-01,-6.635693705302232459e-01,-4.075214200449210900e-01
-5.964116962645185094e-01,-7.465461867125030571e-01,9.028589011534425834e-01,-8.026786957175813253e-01,-6.653335938497441093e-01,-4.299369774839010838e-01
-5.803275545240222932e-01,-5.234135860972750631e-01,9.990669181258603482e-01,-8.143831588755799933e-01,8.520787627260699715e-01,-4.318903919393819735e-02
-4.274994205506458256e-01,-5.084116321957561357e-01,9.991632847925602245e-01,-9.040156223367350474e-01,8.611141691135091314e-01,4.089902593630183325e-02
-7.586526092579013447e-01,-9.991494370958813320e-01,9.731456287116434511e-01,-6.514953710243674978e-01,4.123593518986774786e-02,2.301903241220606966e-01
-7.127834503582257675e-01,-9.764607511977696497e-01,9.813863345203508448e-01,-7.013841692649060988e-01,2.156951584303347103e-01,1.920439075230190862e-01
-8.451484064643228766e-01,-9.969473662165637684e-01,9.905797713879662680e-01,-5.345317306304797622e-01,-7.807655854260513173e-02,1.369369070665920063e-01
-8.091605589532754328e-01,-9.989396705931280485e-01,9.927168927568393864e-01,-5.875876018385879362e-01,4.603840261447997295e-02,1.204706222911045982e-01
-7.945565986852626272e-01,-9.875438384557641003e-01,9.975529696022632509e-01,-6.071900950161378541e-01,1.573441042049444905e-01,6.991475407742406278e-02
-8.660112874368899316e-01,-9.999990961898759245e-01,9.999990294119863732e-01,-5.000244494341262724e-01,-1.344477382057053050e-03,1.393260595133973033e-03
-7.173589086036856743e-01,-5.995970095458609261e-01,9.871923154820072543e-01,-6.967038081185785714e-01,8.003020843054582389e-01,-1.595347368232808982e-01
