-5.713210212520579701e-01,8.207266845153176060e-01,7.736401821638031473e-01,6.336251798512728683e-01
-6.966893514375162022e-01,7.173729487467261912e-01,8.139174763688630243e-01,5.809805002419116127e-01
-6.554866551679016107e-01,7.552067563897960634e-01,8.656271841977297710e-01,5.006891031148070770e-01
-5.889887876050946547e-01,8.081412055299992403e-01,9.049608487137235091e-01,-4.254948440290893807e-01
-6.644482930664926679e-01,7.473342397087292532e-01,9.609921955226492507e-01,-2.765754872445470025e-01
-6.699251428044084022e-01,7.424286518167874105e-01,9.163218329906038795e-01,-4.004426280814012973e-01
-6.534403797681284098e-01,7.569779852072870963e-01,8.333991322491576259e-01,-5.526715899757754791e-01
-5.807113501736534955e-01,8.141095305789587400e-01,8.057086698356886734e-01,-5.923120287075099855e-01
-6.227344391207711993e-01,7.824332676547816057e-01,7.522431625342808070e-01,-6.588855928159486064e-01
-5.697699243097528177e-01,8.218042548880226672e-01,6.954017408459555183e-01,-7.186211928606162092e-01
-6.311218841648718048e-01,7.756836773635126248e-01,6.374009685606627507e-01,-7.705322869795458995e-01
-5.694254876719242464e-01,8.220429514262568294e-01,5.938950343972050350e-01,-8.045425334426654640e-01
-8.017260803738698316e-01,5.976916362543077677e-01,8.321804479658229114e-01,5.545049161399772109e-01
-5.545852595647893235e-01,8.321269073124937243e-01,8.574476408650810733e-01,5.145712226455223526e-01
-6.511222785533447022e-01,7.589728442912174744e-01,7.910317025325988016e-01,6.117751593423668144e-01
-4.920063554328026889e-01,8.705916070200367951e-01,7.925708517912271045e-01,6.097798331290809060e-01
-7.491196070288118625e-01,6.624347623464503787e-01,7.899954763697817350e-01,6.131126709792273921e-01
-6.815508902067841657e-01,7.317707182296520063e-01,7.365676700627846740e-01,6.763638572678776217e-01
-7.434601141456211870e-01,6.687802768283315213e-01,7.067539125011101930e-01,7.074594738671428074e-01
-6.561424798136894498e-01,7.546370294280173585e-01,6.749734001949719842e-01,7.378420623881776219e-01
-7.079402368299079207e-01,7.062723420021583820e-01,6.555523629677162400e-01,7.551497198618591922e-01
-7.045826686422138607e-01,7.096219155642085052e-01,5.040643926982647516e-01,8.636660743677102570e-01
-6.233997571619238620e-01,7.819032822353761958e-01,5.555026767314110714e-01,8.315147480016438220e-01
-7.222721739583687350e-01,6.916089261464541948e-01,6.000594086456561005e-01,7.999554400689000699e-01
-4.755047951173850818e-01,8.797131292758869625e-01,5.217592771418795294e-01,8.530927597374063920e-01
-5.056334117783737314e-01,8.627484296672826014e-01,6.234736885455013367e-01,7.818443321349005659e-01
-5.589867979042011381e-01,8.291765552455088173e-01,4.968983461387193046e-01,8.678087540493043539e-01
-7.912667225656189185e-01,6.114711552970131248e-01,5.041325823372042603e-01,8.636262730058773540e-01
-5.870013824008806225e-01,8.095859293857912142e-01,6.418973097894651314e-01,7.667906126740521300e-01
-5.545852595647892125e-01,8.321269073124936133e-01,7.067539125011101930e-01,7.074594738671431404e-01
-7.923730930920130922e-01,6.100367868774769775e-01,9.926197072291488288e-01,-1.212687792480710985e-01
-7.923730930920134252e-01,6.100367868774768665e-01,9.995288354308623502e-01,3.069376389797603966e-02
-4.900140595786898201e-01,8.717145297717665553e-01,9.945698230543087437e-01,1.040714517517623977e-01
-4.900140595786897091e-01,8.717145297717664443e-01,9.945698230543088547e-01,-1.040714517517631055e-01
-5.442441171123494348e-01,8.389268984772150217e-01,9.999995785061489562e-01,9.181435206632647351e-04
-6.734625707203936162e-01,7.392213239880718323e-01,9.260053825050419407e-01,3.775103065767747013e-01
-6.541946884151230712e-01,7.563261926242145217e-01,9.832307358709114764e-01,1.823658960407497920e-01
-6.465920515689549397e-01,7.628359711286885059e-01,9.895813701091094039e-01,-1.439746919877830100e-01
-5.537013163689170625e-01,8.327153488745888676e-01,9.783787477872013527e-01,2.068212413615874989e-01
-5.939033153910076024e-01,8.045364205351859255e-01,9.047536775382216678e-01,4.259351863618026091e-01
-4.871101257974805865e-01,8.733405551934266819e-01,9.009144974779820236e-01,4.339966223762519726e-01
-6.197183169379330003e-01,7.848243164247751258e-01,9.599220226987439375e-01,2.802672123848087837e-01
-8.024160319494284543e-01,5.967650389144236733e-01,9.833492159878560734e-01,1.817259459077557870e-01
-7.824582406816323887e-01,6.227030605267691588e-01,9.465429557636179103e-01,3.225777935541644936e-01
-7.075039997892952348e-01,7.067093393200269968e-01,9.616433345649356701e-01,2.743029294171522858e-01
-7.503532070539217225e-01,6.610371129247539779e-01,9.080498375734192829e-01,4.188621401880183170e-01
-7.452008126092647400e-01,6.668401224330248178e-01,9.794791677792862306e-01,2.015454288402394878e-01
-7.042683548823563955e-01,7.099338591103395713e-01,8.895982176812891051e-01,4.567439228914549898e-01
-5.409843328203112200e-01,8.410326697833816478e-01,9.438429706402391428e-01,3.303943806619725754e-01
-7.434601141456212980e-01,6.687802768283314103e-01,8.574476408650809622e-01,5.145712226455222416e-01
-7.290532394310182962e-01,6.844569921296284054e-01,9.935427403703009919e-01,1.134584640186505067e-01
-7.206322404302037965e-01,6.933175131586858386e-01,9.976813401387013558e-01,-6.805838331200304847e-02
-6.401843996644799306e-01,7.682212795973757391e-01,9.999999999999984457e-01,3.987998220976076967e-16
-5.881732655574658519e-01,8.087349440227415975e-01,9.947947446179068454e-01,1.018990484773614064e-01
-5.762721046422902837e-01,8.172578916175388120e-01,9.962473942764551449e-01,-8.655131077790056970e-02
-7.117733936129682082e-01,7.024091657607257622e-01,9.997180459019875398e-01,2.374507734060133171e-02
-6.608140373712507731e-01,7.505496705835713600e-01,9.958447336821865115e-01,9.106737284809672539e-02
-6.496879802407485860e-01,7.602009789066943579e-01,9.974068441839969434e-01,-7.196934885713360264e-02
-4.996616781152460884e-01,8.662206459228829480e-01,7.735406768172846670e-01,-6.337466538839144903e-01
-6.996433745265098203e-01,7.144922312251953400e-01,7.795578183777769343e-01,-6.263302705490785272e-01
-7.585800650853918858e-01,6.515798376676824599e-01,5.932661985548943751e-01,-8.050063463428256405e-01
-6.420562878815597729e-01,7.666575005775080331e-01,4.844107796291495793e-01,-8.748406692530246165e-01
-7.286024681122711399e-01,6.849368171303886754e-01,9.836638378727645682e-01,-1.800151495330944984e-01
-7.498812667806702414e-01,6.615724342287978565e-01,9.098749516960241701e-01,-4.148826005946240070e-01
-7.533550614672008816e-01,6.576139835509509091e-01,9.560197082407473346e-01,-2.933024334288353852e-01
-4.871101146813605065e-01,8.733405613934991374e-01,6.704152435673427224e-01,-7.419861192721470822e-01
-5.689945250850946268e-01,8.223413101767341749e-01,5.170853359299329988e-01,-8.559338498775641568e-01
-5.029525900745375200e-01,8.643140008916402328e-01,9.155078112648997735e-01,-4.023001957654924188e-01
-5.660757191938265986e-01,8.243532496079533090e-01,9.534669958732298056e-01,-3.014974092433924113e-01
-5.609816351260741296e-01,8.278282461062055342e-01,9.836770746119811726e-01,-1.799428044763488055e-01
-4.860316971633626970e-01,8.739411818609423843e-01,9.712436828307848824e-01,-2.380876069040407939e-01
-5.545852595647891015e-01,8.321269073124933913e-01,8.574476408650808512e-01,-5.145712226455221305e-01
-7.738757046950792695e-01,6.333375037708526278e-01,4.559225942637504803e-01,-8.900194312709203137e-01
-6.950889091926065744e-01,7.189237847765456157e-01,5.396157420517605496e-01,-8.419114270099486985e-01
-4.925225612889881921e-01,8.702996763307079275e-01,5.795521122678686243e-01,-8.149351809597202845e-01
-6.829696110106708851e-01,7.304467882302813075e-01,7.169307734227382545e-01,-6.971443653358136983e-01
-7.434601141456211870e-01,6.687802768283312993e-01,6.738486477851493017e-01,-7.388694065111413023e-01
-7.750049011621361617e-01,6.319552224443336641e-01,7.688445686278753133e-01,-6.394357116172170175e-01
-7.434601141456214091e-01,6.687802768283315213e-01,8.574476408650810733e-01,-5.145712226455222416e-01
-6.750662258047246400e-01,7.377571353621493744e-01,8.768568066235067349e-01,-4.807516413680001932e-01
-3.266016079513522907e-01,9.451620970413441292e-01,-9.706310243259461679e-01,2.405730962014760999e-01
-5.162401074006310875e-01,8.564438986360898287e-01,-9.864366579487284792e-01,1.641423767798659006e-01
-4.478606580853560781e-01,8.941033670327789284e-01,-9.787109671888534201e-01,2.052433743248714970e-01
-3.240392741714073210e-01,9.460436294349575670e-01,-8.331530479192551519e-01,-5.530424927099687471e-01
-3.405446076640463171e-01,9.402283606608238253e-01,-8.768310888831660765e-01,-4.807985457215537828e-01
-2.496135986012696928e-01,9.683455227310777680e-01,-8.845006320701090941e-01,-4.665389928693822186e-01
-4.360849790609924725e-01,8.999054900584694261e-01,-9.269372801227080405e-01,-3.752163092387070797e-01
-4.214225609023233843e-01,9.068643918263229464e-01,-8.631678771278202822e-01,-5.049170386258039489e-01
-5.023578155592391958e-01,8.646598320417973049e-01,-8.702080365767965731e-01,-4.926844558915535188e-01
-3.574753849925751958e-01,9.339225605607835989e-01,-9.171335506979116925e-01,-3.985800423807510096e-01
-4.817041421892168107e-01,8.763339086203099093e-01,-8.148122532528021544e-01,-5.797249278313725274e-01
-2.519697350793911883e-01,9.677351148966442107e-01,-3.345013946887043788e-01,9.423952551617135187e-01
-2.807289826475001249e-01,9.597870796701211127e-01,-2.224886924591920057e-01,9.749352705322538171e-01
-2.480669284510658990e-01,9.687428962365887131e-01,-1.078945096031170975e-01,9.941623483101249548e-01
-3.939192985791675761e-01,9.191450300180576960e-01,5.661376035647378707e-02,9.983961549096128651e-01
-2.483795713593263954e-01,9.686627837030578059e-01,5.228127811706011208e-02,9.986323988127194795e-01
-4.340443912365031798e-01,9.008914842732912431e-01,-6.973270309263519817e-02,9.975657121811049022e-01
-3.342432037449125093e-01,9.424868597229019151e-01,-3.773683026310962335e-02,9.992877121438514809e-01
-3.429411759064840970e-01,9.393568809924575103e-01,-1.261039730458239083e-01,9.920170300867108271e-01
-2.576376065111627978e-01,9.662416176667195655e-01,-2.795096358987892923e-02,9.996092954921924623e-01
-5.380365211162102534e-01,8.429215277504582549e-01,-1.196234139480186962e-02,9.999284486343781309e-01
-4.687607651384942953e-01,8.833251638364966185e-01,-1.486659671497017887e-01,9.888874709548323150e-01
-3.939192985791679091e-01,9.191450300180576960e-01,-1.950752375824595097e-01,9.807882807630540212e-01
-4.658532210654792172e-01,8.848620098201290807e-01,-2.335141129782419001e-01,9.723534126232006303e-01
-5.371034027798401445e-01,8.435164104641454941e-01,-2.001480705270010929e-01,9.797656606884723729e-01
-3.535488750157816940e-01,9.354160534088962198e-01,-3.284028882005353145e-01,9.445377403902647240e-01
-4.513382617475275027e-01,8.923529422166546210e-01,-3.165386948330327077e-01,9.485795984910283529e-01
-4.714242388877685208e-01,8.819065636387380946e-01,-9.973159078734792349e-01,-7.321871278913200110e-02
-3.200397082013213268e-01,9.474041298065012384e-01,-9.971426671595811086e-01,7.554138819135480798e-02
-5.375546527109212880e-01,8.432289104085799458e-01,-9.999999999999997780e-01,3.546792630830998860e-17
-4.677259194161669242e-01,8.838735567411788452e-01,-9.982957602663448116e-01,5.835730489185463055e-02
-4.066050564316195937e-01,9.136040324365033438e-01,-9.911166769585771918e-01,1.329952354582200069e-01
-3.939192985791675761e-01,9.191450300180578070e-01,-9.999999999999996669e-01,3.172020420310219297e-17
-5.162401074006310875e-01,8.564438986360894956e-01,-9.269372801227074854e-01,3.752163092387066912e-01
-3.978885323159209730e-01,9.174337664657226110e-01,-8.906162293940100838e-01,4.547556837907534844e-01
-3.716735114136121010e-01,9.283635068837398086e-01,-9.319546268373889442e-01,3.625749212457798909e-01
-4.468764419280760181e-01,8.945956883697253614e-01,-9.373708291894701228e-01,3.483330713335229811e-01
-5.377689948126269659e-01,8.430922299595795533e-01,-4.172565105678642250e-01,9.087887567464344452e-01
-3.939192985791677981e-01,9.191450300180580291e-01,-8.136612151094625434e-01,-5.813393389635630459e-01
-2.526108721743288155e-01,9.675679548534690255e-01,-8.149210013398646701e-01,-5.795720503744395957e-01
-5.077313883771807923e-01,8.615154306549481777e-01,-8.735919700164103130e-01,4.866590900444041079e-01
-2.893319124435899115e-01,9.572288359852805240e-01,-8.798316002773103328e-01,4.752855511726267745e-01
-3.281308333787876230e-01,9.446322862289546762e-01,-8.417089785611618913e-01,5.399314728829257559e-01
-3.865410813664961198e-01,9.222721899829902092e-01,-6.505559525141384469e-01,7.594583284476001950e-01
-5.204495902846811850e-01,8.538923960151579839e-01,-6.911685919941225054e-01,7.226935570771764183e-01
-2.644657986514165060e-01,9.643950649726845681e-01,-7.209963895944330181e-01,6.929388185054957683e-01
-5.364707827976367138e-01,8.439188937359389797e-01,-7.715516090055118958e-01,6.361667349374732217e-01
-4.335474896814872081e-01,9.011307198131026652e-01,-7.351503678258936025e-01,6.779040763157078153e-01
-3.403352583141879828e-01,9.403041592741226973e-01,-7.585326961783833699e-01,6.516349812804343999e-01
-3.939192985791679091e-01,9.191450300180582511e-01,-8.136612151094628764e-01,5.813393389635634900e-01
-2.526108721743285934e-01,9.675679548534691365e-01,-8.282776734077562653e-01,5.603178524143542782e-01
-4.828782018261404962e-01,8.756875254342458836e-01,-8.261123314181222366e-01,5.635054710283782242e-01
-2.772174891379798889e-01,9.608071938302885640e-01,-9.269372801227081515e-01,-3.752163092387065801e-01
-2.857165260760342052e-01,9.583141795502365667e-01,-9.625882146819367824e-01,-2.709685017773130755e-01
